name,name1,nationality,nationality1,dob,dob1,occupation,occupation1
Howard Hughes,Howard Hughes,,,12/24/1905,12/24/1905,http://dbpedia.org/resource/Summa_Corporation,Founder of the Hughes Aircraft Company
Howard Hughes,Howard Hughes,,,12/24/1905,12/24/1905,http://dbpedia.org/resource/Howard_Hughes_Corporation,Founder of the Hughes Aircraft Company
Howard Hughes,Howard Hughes,,,12/24/1905,12/24/1905,http://dbpedia.org/resource/Howard_Hughes_Medical_Institute,Founder of the Hughes Aircraft Company
Howard Hughes,Howard Hughes,,,12/24/1905,12/24/1905,http://dbpedia.org/resource/Hughes_Airwest,Founder of the Hughes Aircraft Company
Howard Hughes,Howard Hughes,,,12/24/1905,12/24/1905,http://dbpedia.org/resource/Hughes_Aircraft_Company,Founder of the Hughes Aircraft Company
Howard Hughes,Howard Hughes,,,12/24/1905,12/24/1905,http://dbpedia.org/resource/Howard_Hughes__PersonFunction__1,Founder of the Hughes Aircraft Company
Howard Hughes,Howard Hughes,,,12/24/1905,12/24/1905,http://dbpedia.org/resource/Summa_Corporation,Owner of Hughes Airwest Airlines
Howard Hughes,Howard Hughes,,,12/24/1905,12/24/1905,http://dbpedia.org/resource/Howard_Hughes_Corporation,Owner of Hughes Airwest Airlines
Howard Hughes,Howard Hughes,,,12/24/1905,12/24/1905,http://dbpedia.org/resource/Howard_Hughes_Medical_Institute,Owner of Hughes Airwest Airlines
Howard Hughes,Howard Hughes,,,12/24/1905,12/24/1905,http://dbpedia.org/resource/Hughes_Airwest,Owner of Hughes Airwest Airlines
Howard Hughes,Howard Hughes,,,12/24/1905,12/24/1905,http://dbpedia.org/resource/Hughes_Aircraft_Company,Owner of Hughes Airwest Airlines
Howard Hughes,Howard Hughes,,,12/24/1905,12/24/1905,http://dbpedia.org/resource/Howard_Hughes__PersonFunction__1,Owner of Hughes Airwest Airlines
Howard Hughes,Howard Hughes,,,12/24/1905,12/24/1905,http://dbpedia.org/resource/Summa_Corporation,Founder and benefactor of the Howard Hughes Medical Institute
Howard Hughes,Howard Hughes,,,12/24/1905,12/24/1905,http://dbpedia.org/resource/Howard_Hughes_Corporation,Founder and benefactor of the Howard Hughes Medical Institute
Howard Hughes,Howard Hughes,,,12/24/1905,12/24/1905,http://dbpedia.org/resource/Howard_Hughes_Medical_Institute,Founder and benefactor of the Howard Hughes Medical Institute
Howard Hughes,Howard Hughes,,,12/24/1905,12/24/1905,http://dbpedia.org/resource/Hughes_Airwest,Founder and benefactor of the Howard Hughes Medical Institute
Howard Hughes,Howard Hughes,,,12/24/1905,12/24/1905,http://dbpedia.org/resource/Hughes_Aircraft_Company,Founder and benefactor of the Howard Hughes Medical Institute
Howard Hughes,Howard Hughes,,,12/24/1905,12/24/1905,http://dbpedia.org/resource/Howard_Hughes__PersonFunction__1,Founder and benefactor of the Howard Hughes Medical Institute
Leona Helmsley,Leona Helmsley,,,7/4/1920,7/4/1920,http://dbpedia.org/resource/Real_estate_investing,"Hotelier, real estate investor"
Leona Helmsley,Leona Helmsley,,,7/4/1920,7/4/1920,http://dbpedia.org/resource/Leona_Helmsley__PersonFunction__1,"Hotelier, real estate investor"
Michael Hintze,Michael Hintze,,,7/27/1953,7/27/1953,http://dbpedia.org/resource/Michael_Hintze__PersonFunction__1,Asset manager
Nicolas Hayek,Nicolas Hayek,,,2/19/1928,2/19/1928,http://dbpedia.org/resource/Nicolas_Hayek__PersonFunction__1,Businessman
Rachman Halim,Rachman Halim,,,7/30/1947,7/30/1947,http://dbpedia.org/resource/Rachman_Halim__PersonFunction__1,tobacco tycoon
Reid Hoffman,Reid Hoffman,,,8/5/1967,8/5/1967,http://dbpedia.org/resource/Reid_Hoffman__PersonFunction__1,Board member at Microsoft
Reid Hoffman,Reid Hoffman,,,8/5/1967,8/5/1967,http://dbpedia.org/resource/Microsoft,Board member at Microsoft
Reid Hoffman,Reid Hoffman,,,8/5/1967,8/5/1967,http://dbpedia.org/resource/Greylock_Partners,Board member at Microsoft
Reid Hoffman,Reid Hoffman,,,8/5/1967,8/5/1967,http://dbpedia.org/resource/LinkedIn,Board member at Microsoft
Reid Hoffman,Reid Hoffman,,,8/5/1967,8/5/1967,http://dbpedia.org/resource/Reid_Hoffman__PersonFunction__1,"Executive Chairman, LinkedIn"
Reid Hoffman,Reid Hoffman,,,8/5/1967,8/5/1967,http://dbpedia.org/resource/Microsoft,"Executive Chairman, LinkedIn"
Reid Hoffman,Reid Hoffman,,,8/5/1967,8/5/1967,http://dbpedia.org/resource/Greylock_Partners,"Executive Chairman, LinkedIn"
Reid Hoffman,Reid Hoffman,,,8/5/1967,8/5/1967,http://dbpedia.org/resource/LinkedIn,"Executive Chairman, LinkedIn"
Reid Hoffman,Reid Hoffman,,,8/5/1967,8/5/1967,http://dbpedia.org/resource/Reid_Hoffman__PersonFunction__1,VC Partner at Greylock
Reid Hoffman,Reid Hoffman,,,8/5/1967,8/5/1967,http://dbpedia.org/resource/Microsoft,VC Partner at Greylock
Reid Hoffman,Reid Hoffman,,,8/5/1967,8/5/1967,http://dbpedia.org/resource/Greylock_Partners,VC Partner at Greylock
Reid Hoffman,Reid Hoffman,,,8/5/1967,8/5/1967,http://dbpedia.org/resource/LinkedIn,VC Partner at Greylock
Sven Hagströmer,Sven Hagströmer,,,11/30/1943,11/30/1943,http://dbpedia.org/resource/Sven_Hagströmer__PersonFunction__1,"Businessman, entrepreneur"
Walter Haefner,Walter Haefner,,,9/13/1910,9/13/1910,http://dbpedia.org/resource/Walter_Haefner__PersonFunction__1,Racehorse breeder
Walter Haefner,Walter Haefner,,,9/13/1910,9/13/1910,http://dbpedia.org/resource/Walter_Haefner__PersonFunction__1,Businessman: automobiles/computers
Ivar Kreuger,Ivar Kreuger,,,1880-03-02,1880-03-02,http://dbpedia.org/resource/Business_magnate,http://dbpedia.org/resource/Industrialist
Ivar Kreuger,Ivar Kreuger,,,1880-03-02,1880-03-02,http://dbpedia.org/resource/Ivar_Kreuger__PersonFunction__1,http://dbpedia.org/resource/Industrialist
Ivar Kreuger,Ivar Kreuger,,,1880-03-02,1880-03-02,http://dbpedia.org/resource/Business_magnate,Businessman
Ivar Kreuger,Ivar Kreuger,,,1880-03-02,1880-03-02,http://dbpedia.org/resource/Ivar_Kreuger__PersonFunction__1,Businessman
J. P. Morgan,J. P. Morgan,,,1837-04-17,1837-04-17,http://dbpedia.org/resource/Investor,Financier
J. P. Morgan,J. P. Morgan,,,1837-04-17,1837-04-17,http://dbpedia.org/resource/J._P._Morgan__PersonFunction__1,Financier
J. P. Morgan,J. P. Morgan,,,1837-04-17,1837-04-17,http://dbpedia.org/resource/Investor,
J. P. Morgan,J. P. Morgan,,,1837-04-17,1837-04-17,http://dbpedia.org/resource/J._P._Morgan__PersonFunction__1,
J. P. Morgan,J. P. Morgan,,,1837-04-17,1837-04-17,http://dbpedia.org/resource/Investor,Banker
J. P. Morgan,J. P. Morgan,,,1837-04-17,1837-04-17,http://dbpedia.org/resource/J._P._Morgan__PersonFunction__1,Banker
J. P. Morgan,J. P. Morgan,,,1837-04-17,1837-04-17,http://dbpedia.org/resource/Investor,Accountant
J. P. Morgan,J. P. Morgan,,,1837-04-17,1837-04-17,http://dbpedia.org/resource/J._P._Morgan__PersonFunction__1,Accountant
J. P. Morgan,J. P. Morgan,,,1837-04-17,1837-04-17,http://dbpedia.org/resource/Investor,Art collector
J. P. Morgan,J. P. Morgan,,,1837-04-17,1837-04-17,http://dbpedia.org/resource/J._P._Morgan__PersonFunction__1,Art collector
James Coulter,James Coulter,,,12/1/1959,12/1/1959,http://dbpedia.org/resource/TPG_Capital,Co-founder of Texas Pacific Group
James Coulter,James Coulter,,,12/1/1959,12/1/1959,http://dbpedia.org/resource/James_Coulter_(financier)__PersonFunction__1,Co-founder of Texas Pacific Group
Jeff Bezos,Jeff Bezos,,,1/12/1964,1/12/1964,http://dbpedia.org/resource/Media_proprietor,
Jeff Bezos,Jeff Bezos,,,1/12/1964,1/12/1964,http://dbpedia.org/resource/Jeff_Bezos__PersonFunction__1,
Jeff Bezos,Jeff Bezos,,,1/12/1964,1/12/1964,http://dbpedia.org/resource/Media_proprietor,Entrepreneur
Jeff Bezos,Jeff Bezos,,,1/12/1964,1/12/1964,http://dbpedia.org/resource/Jeff_Bezos__PersonFunction__1,Entrepreneur
Jeff Bezos,Jeff Bezos,,,1/12/1964,1/12/1964,http://dbpedia.org/resource/Media_proprietor,investor
Jeff Bezos,Jeff Bezos,,,1/12/1964,1/12/1964,http://dbpedia.org/resource/Jeff_Bezos__PersonFunction__1,investor
Jeff Bezos,Jeff Bezos,,,1/12/1964,1/12/1964,http://dbpedia.org/resource/Media_proprietor,computer engineer
Jeff Bezos,Jeff Bezos,,,1/12/1964,1/12/1964,http://dbpedia.org/resource/Jeff_Bezos__PersonFunction__1,computer engineer
Jeff Bezos,Jeff Bezos,,,1/12/1964,1/12/1964,http://dbpedia.org/resource/Media_proprietor,media proprietor
Jeff Bezos,Jeff Bezos,,,1/12/1964,1/12/1964,http://dbpedia.org/resource/Jeff_Bezos__PersonFunction__1,media proprietor
Jeff Greene,Jeff Greene,,,12/10/1954,12/10/1954,http://dbpedia.org/resource/Real_estate_entrepreneur,http://dbpedia.org/resource/Real_estate_entrepreneur
Jeff Greene,Jeff Greene,,,12/10/1954,12/10/1954,http://dbpedia.org/resource/Jeff_Greene__PersonFunction__1,http://dbpedia.org/resource/Real_estate_entrepreneur
Jeffry Picower,Jeffry Picower,,,5/5/1942,5/5/1942,http://dbpedia.org/resource/Jeffry_Picower__PersonFunction__1,"Investor, lawyer, accountant"
Jerry Jones,Jerry Jones,,,10/13/1942,10/13/1942,http://dbpedia.org/resource/Dallas_Cowboys,"Owner, President, and General Manager of the Dallas Cowboys"
Jerry Jones,Jerry Jones,,,10/13/1942,10/13/1942,http://dbpedia.org/resource/Jerry_Jones__PersonFunction__1,"Owner, President, and General Manager of the Dallas Cowboys"
John D. Rockefeller,John D. Rockefeller,,,1839-07-08,1839-07-08,http://dbpedia.org/resource/John_D._Rockefeller__PersonFunction__1,Oil industry business magnate and philanthropist
Nicky Oppenheimer,Nicky Oppenheimer,,,6/8/1945,6/8/1945,http://dbpedia.org/resource/Nicky_Oppenheimer__PersonFunction__1,Businessman
Oleg Deripaska,Oleg Deripaska,,,1/2/1968,1/2/1968,http://dbpedia.org/resource/Volnoe_Delo,http://dbpedia.org/resource/Industrialist
Oleg Deripaska,Oleg Deripaska,,,1/2/1968,1/2/1968,http://dbpedia.org/resource/Rusal,http://dbpedia.org/resource/Industrialist
Oleg Deripaska,Oleg Deripaska,,,1/2/1968,1/2/1968,http://dbpedia.org/resource/Basic_Element_(company),http://dbpedia.org/resource/Industrialist
Oleg Deripaska,Oleg Deripaska,,,1/2/1968,1/2/1968,http://dbpedia.org/resource/Oleg_Deripaska__PersonFunction__1,http://dbpedia.org/resource/Industrialist
Oleg Deripaska,Oleg Deripaska,,,1/2/1968,1/2/1968,http://dbpedia.org/resource/Volnoe_Delo,http://dbpedia.org/resource/Russian_oligarch
Oleg Deripaska,Oleg Deripaska,,,1/2/1968,1/2/1968,http://dbpedia.org/resource/Rusal,http://dbpedia.org/resource/Russian_oligarch
Oleg Deripaska,Oleg Deripaska,,,1/2/1968,1/2/1968,http://dbpedia.org/resource/Basic_Element_(company),http://dbpedia.org/resource/Russian_oligarch
Oleg Deripaska,Oleg Deripaska,,,1/2/1968,1/2/1968,http://dbpedia.org/resource/Oleg_Deripaska__PersonFunction__1,http://dbpedia.org/resource/Russian_oligarch
Paul Allen,Paul Allen,,,1/21/1953,1/21/1953,http://dbpedia.org/resource/Paul_Allen__PersonFunction__1,
Paul Allen,Paul Allen,,,1/21/1953,1/21/1953,http://dbpedia.org/resource/Paul_Allen__PersonFunction__1,entrepreneur
Paul Allen,Paul Allen,,,1/21/1953,1/21/1953,http://dbpedia.org/resource/Paul_Allen__PersonFunction__1,philanthropist
Paul Allen,Paul Allen,,,1/21/1953,1/21/1953,http://dbpedia.org/resource/Paul_Allen__PersonFunction__1,Investor
Joseph D. Jamail Jr.,Joseph D. Jamail Jr.,,,10/19/1925,10/19/1925,http://dbpedia.org/resource/Joe_Jamail__PersonFunction__1,Attorney
Sid Bass,Sid Bass,,,4/9/1942,4/9/1942,http://dbpedia.org/resource/Sid_Bass__PersonFunction__1,"Investor, philanthropist"
Klaus Tschira,Klaus Tschira,,,12/7/1940,12/7/1940,http://dbpedia.org/resource/Klaus_Tschira__PersonFunction__1,Businessman
Kushal Pal Singh,Kushal Pal Singh,,,11/15/1931,11/15/1931,http://dbpedia.org/resource/DLF_(company),"Chairman and CEO, DLF Limited"
Kushal Pal Singh,Kushal Pal Singh,,,11/15/1931,11/15/1931,http://dbpedia.org/resource/Kushal_Pal_Singh__PersonFunction__1,"Chairman and CEO, DLF Limited"
Kwong Siu-hing,Kwong Siu-hing,,,12/2/1929,12/2/1929,http://dbpedia.org/resource/Kwong_Siu-hing__PersonFunction__1,company director
Larry Yung Chi-kin,Larry Yung Chi-kin,,,1/31/1942,1/31/1942,http://dbpedia.org/resource/CITIC_Limited,Former chairman of CITIC Pacific
Larry Yung Chi-kin,Rong Zhijian,,,1/31/1942,1/31/1942,http://dbpedia.org/resource/CITIC_Limited,Former chairman of CITIC Pacific
Rong Zhijian,Larry Yung Chi-kin,,,1/31/1942,1/31/1942,http://dbpedia.org/resource/CITIC_Limited,Former chairman of CITIC Pacific
Rong Zhijian,Rong Zhijian,,,1/31/1942,1/31/1942,http://dbpedia.org/resource/CITIC_Limited,Former chairman of CITIC Pacific
Lee Kun-hee,Lee Kun-hee,,,1/9/1942,1/9/1942,http://dbpedia.org/resource/Lee_Kun-hee__PersonFunction__1,Businessman
Lee Shau-kee,Lee Shau-kee,,,3/7/1928,3/7/1928,http://dbpedia.org/resource/The_Hong_Kong_and_China_Gas_Company,Founder and former long-time Chairman of Henderson Land Development
Lee Shau-kee,Lee Shau-kee,,,3/7/1928,3/7/1928,http://dbpedia.org/resource/Miramar_Hotel_and_Investment,Founder and former long-time Chairman of Henderson Land Development
Lee Shau-kee,Lee Shau-kee,,,3/7/1928,3/7/1928,http://dbpedia.org/resource/Henderson_Land_Development,Founder and former long-time Chairman of Henderson Land Development
Lee Shau-kee,Lee Shau-kee,,,3/7/1928,3/7/1928,http://dbpedia.org/resource/Lee_Shau-kee__PersonFunction__1,Founder and former long-time Chairman of Henderson Land Development
Lee Shau-kee,Lee Shau-kee,,,3/7/1928,3/7/1928,http://dbpedia.org/resource/The_Hong_Kong_and_China_Gas_Company,ex-Chairman of Hong Kong and China Gas
Lee Shau-kee,Lee Shau-kee,,,3/7/1928,3/7/1928,http://dbpedia.org/resource/Miramar_Hotel_and_Investment,ex-Chairman of Hong Kong and China Gas
Lee Shau-kee,Lee Shau-kee,,,3/7/1928,3/7/1928,http://dbpedia.org/resource/Henderson_Land_Development,ex-Chairman of Hong Kong and China Gas
Lee Shau-kee,Lee Shau-kee,,,3/7/1928,3/7/1928,http://dbpedia.org/resource/Lee_Shau-kee__PersonFunction__1,ex-Chairman of Hong Kong and China Gas
Lee Shau-kee,Lee Shau-kee,,,3/7/1928,3/7/1928,http://dbpedia.org/resource/The_Hong_Kong_and_China_Gas_Company,ex-Chairman of Miramar Hotel
Lee Shau-kee,Lee Shau-kee,,,3/7/1928,3/7/1928,http://dbpedia.org/resource/Miramar_Hotel_and_Investment,ex-Chairman of Miramar Hotel
Lee Shau-kee,Lee Shau-kee,,,3/7/1928,3/7/1928,http://dbpedia.org/resource/Henderson_Land_Development,ex-Chairman of Miramar Hotel
Lee Shau-kee,Lee Shau-kee,,,3/7/1928,3/7/1928,http://dbpedia.org/resource/Lee_Shau-kee__PersonFunction__1,ex-Chairman of Miramar Hotel
Randal J. Kirk,Randal J. Kirk,,,3/1/1954,3/1/1954,http://dbpedia.org/resource/Biotechnology,"Biotech investor; CEO of Intrexon Corporation; founder and senior managing director of Third Security, LLC"
Randal J. Kirk,Randal J. Kirk,,,3/1/1954,3/1/1954,http://dbpedia.org/resource/Randal_J._Kirk__PersonFunction__1,"Biotech investor; CEO of Intrexon Corporation; founder and senior managing director of Third Security, LLC"
Randal J. Kirk,Randal J. Kirk,,,3/1/1954,3/1/1954,http://dbpedia.org/resource/Chief_executive_officer,"Biotech investor; CEO of Intrexon Corporation; founder and senior managing director of Third Security, LLC"
Poju Zabludowicz,Poju Zabludowicz,,,4/6/1953,4/6/1953,http://dbpedia.org/resource/Tamares_Group,Chairman and CEO of Tamares Group
Poju Zabludowicz,Poju Zabludowicz,,,4/6/1953,4/6/1953,http://dbpedia.org/resource/Poju_Zabludowicz__PersonFunction__1,Chairman and CEO of Tamares Group
Serge Dassault,Serge Dassault,,,4/4/1925,4/4/1925,,Businessman
Stephen Schwarzman,Stephen Schwarzman,,,2/14/1947,2/14/1947,,Businessman
Anne Cox Chambers,Anne Cox Chambers,,,12/1/1919,12/1/1919,,"Media proprietor, diplomat, philanthropist"
Michael Bloomberg,Michael Bloomberg,,,2/14/1942,2/14/1942,,philanthropist
Michael Bloomberg,Michael Bloomberg,,,2/14/1942,2/14/1942,,author
Michael Bloomberg,Michael Bloomberg,,,2/14/1942,2/14/1942,,
Michael Bloomberg,Michael Bloomberg,,,2/14/1942,2/14/1942,,Politician
Michael Bloomberg,Michael Bloomberg,,,2/14/1942,2/14/1942,,stock trader
Michael Bloomberg,Michael Bloomberg,,,2/14/1942,2/14/1942,,businessman
Brijmohan Lall Munjal,Brijmohan Lall Munjal,,,7/1/1923,7/1/1923,,
Brijmohan Lall Munjal,Brijmohan Lall Munjal,,,7/1/1923,7/1/1923,,Investor
Brijmohan Lall Munjal,Brijmohan Lall Munjal,,,7/1/1923,7/1/1923,,Businessman
Patrice Motsepe,Patrice Motsepe,,,1/28/1962,1/28/1962,,Businessman
The Lord Sainsbury of Turville,The Lord Sainsbury of Turville,,,10/24/1940,10/24/1940,,Politician
Sir David Li,Sir David Li,,,3/13/1939,3/13/1939,,Banker
Joseph Lau,Joseph Lau,,,7/21/1951,7/21/1951,,businessman
The Lord Bamford,The Lord Bamford,,,10/23/1945,10/23/1945,,Businessman
Sir James Dyson,Sir James Dyson,,,5/2/1947,5/2/1947,,Academic administrator
Sir James Dyson,Sir James Dyson,,,5/2/1947,5/2/1947,,Industrial designer
Sir James Dyson,Sir James Dyson,,,5/2/1947,5/2/1947,,Business magnate
Sir James Dyson,Sir James Dyson,,,5/2/1947,5/2/1947,,
William Randolph Hearst,William Randolph Hearst,,,1863-04-29,1863-04-29,,"Businessman, politician, newspaper publisher"
Carl Icahn,Carl Icahn,,,2/16/1936,2/16/1936,,Businessman
J. K. Rowling,J. K. Rowling,,,7/31/1965,7/31/1965,,television producer
J. K. Rowling,J.K. Rowling,,,7/31/1965,7/31/1965,,television producer
J. K. Rowling,J. K. Rowling,,,7/31/1965,7/31/1965,,
J. K. Rowling,J.K. Rowling,,,7/31/1965,7/31/1965,,
J. K. Rowling,J. K. Rowling,,,7/31/1965,7/31/1965,,philanthropist
J. K. Rowling,J.K. Rowling,,,7/31/1965,7/31/1965,,philanthropist
J. K. Rowling,J. K. Rowling,,,7/31/1965,7/31/1965,,Author
J. K. Rowling,J.K. Rowling,,,7/31/1965,7/31/1965,,Author
J. K. Rowling,J. K. Rowling,,,7/31/1965,7/31/1965,,film producer
J. K. Rowling,J.K. Rowling,,,7/31/1965,7/31/1965,,film producer
J. K. Rowling,J. K. Rowling,,,7/31/1965,7/31/1965,,screenwriter
J. K. Rowling,J.K. Rowling,,,7/31/1965,7/31/1965,,screenwriter
Harold Glenn Hamm,Harold Glenn Hamm,,,12/11/1945,12/11/1945,,Businessman
Guma Aguiar,Guma Aguiar,,,5/31/1977,5/31/1977,,
Robert F. Agostinelli,Robert F. Agostinelli,,,5/21/1953,5/21/1953,,
Laurene Powell Jobs,Laurene Powell Jobs,,,11/6/1963,11/6/1963,,
Vinod Khosla,Vinod Khosla,,,1/28/1955,1/28/1955,,
Jan Koum,Jan Koum,,,2/24/1976,2/24/1976,,
Susanne Klatten,Susanne Klatten,,,4/28/1962,4/28/1962,,
Yuriy Kolobov,First government of Mykola Azarov,,,4/8/1973,4/8/1973,,
Yuriy Kolobov,Yuriy Kolobov,,,4/8/1973,4/8/1973,,
Yuriy Kolobov,Юрій Колобов,,,4/8/1973,4/8/1973,,
Юрій Колобов,First government of Mykola Azarov,,,4/8/1973,4/8/1973,,
Юрій Колобов,Yuriy Kolobov,,,4/8/1973,4/8/1973,,
Юрій Колобов,Юрій Колобов,,,4/8/1973,4/8/1973,,
Robert Kraft,Robert Kraft,,,6/5/1941,6/5/1941,,
Robert Warren Miller,Robert Warren Miller,,,5/23/1933,5/23/1933,,
Robert Rubin,Robert Rubin,,,8/29/1938,8/29/1938,,
Samih Sawiris,Samih Sawiris,,,1/28/1957,1/28/1957,,
Eugene Shvidler,Eugene Shvidler,,,3/23/1964,3/23/1964,,
The Duke of Sutherland,The Duke of Sutherland,,,2/18/1940,2/18/1940,,
Fred A. Lennon,Fred A. Lennon,,,11/26/1905,11/26/1905,,
"J. R. ""Packed"" Simplot","J. R. ""Packed"" Simplot",,,1/4/1909,1/4/1909,,
Jacqueline Mars,Jacqueline Mars,,,10/10/1939,10/10/1939,,
James Clark,James Clark,,,2/23/1964,2/23/1964,,
Penny Pritzker,Penny Pritzker,,,5/2/1959,5/2/1959,,
Peter Thiel,Peter Thiel,,,10/11/1967,10/11/1967,,
Anthony Pratt,Anthony Pratt,,,4/11/1960,4/11/1960,,
Asif Ali Zardari,Asif Ali Zardari,,,7/26/1955,7/26/1955,,
Barbara Cox,Barbara Cox,,,1/18/1922,1/18/1922,,
Belmiro de Azevedo,Belmiro de Azevedo,,,2/17/1938,2/17/1938,,
María Asunción Aramburuzabala,María Asunción Aramburuzabala,,,5/2/1963,5/2/1963,,
Birgit Rausing,Birgit Rausing,,,9/20/1928,-19,,
Björgólfur Guðmundsson,Björgólfur Guðmundsson,,,1/2/1941,1/2/1941,,
Kumar Mangalam Birla,Kumar Mangalam Birla,,,6/14/1967,6/14/1967,,
Marc Benioff,Marc Benioff,,,9/25/1964,9/25/1964,,
Osama bin Laden,Osama bin Laden,,,3/10/1957,3/10/1957,,
Bruce T. Halle,Bruce T. Halle,,,5/27/1930,5/27/1930,,
Jerry Perenchio,Jerry Perenchio,,,12/20/1930,12/20/1930,,
Johanna Quandt,Johanna Quandt,,,6/21/1926,6/21/1926,,
Jorge Pérez,Jorge Pérez,,,10/17/1949,10/17/1949,,
Karl-Johan Persson,Karl-Johan Persson,,,3/25/1975,3/25/1975,,
Peter Ka Kit Lee,Peter Ka Kit Lee,,,5/20/1963,5/20/1963,,
Petro Poroshenko,Petro Poroshenko,,,9/26/1965,9/26/1965,,
Ronald Perelman,Ronald Perelman,,,1/1/1943,1/1/1943,,
Ross Perot,Ross Perot,,,6/27/1930,6/27/1930,,
Sebastián Piñera,Piñera,,,12/1/1949,12/1/1949,,
Sebastián Piñera,Sebastián Piñera,,,12/1/1949,12/1/1949,,
Sebastián Piñera,Sebastián Piñera Echenique,,,12/1/1949,12/1/1949,,
Stefano Pessina,Stefano Pessina,,,6/4/1941,6/4/1941,,
S. Truett Cathy,S. Truett Cathy,,,3/14/1921,3/14/1921,,
Putera Sampoerna,Putera Sampoerna,,,10/13/1947,10/13/1947,,
Zeynalabdin Taghiyev,Zeynalabdin Taghiyev,,,1823-01-25,-24,,
Tharwat Bassily,Tharwat Bassily,,,9/14/1940,9/14/1940,,
Mykola Prysyazhnyuk,Mykola Prysyazhnyuk,,,1/13/1960,1/13/1960,,
Najib Mikati,,,,11/24/1955,11/24/1955,,
Najib Mikati,Najib Mikati,,,11/24/1955,11/24/1955,,
Rupert Murdoch,Rupert Murdoch,,,3/11/1931,3/11/1931,,
Youssef Moustafa Nada,Youssef Moustafa Nada,,,5/17/1931,5/17/1931,,
David Rockefeller,David Rockefeller,,,6/12/1915,6/12/1915,,
The Duke of Beaufort,The Duke of Beaufort,,,2/23/1928,2/23/1928,,
Lim Por-yen,Lim Por-yen,,,12/21/1914,12/21/1914,,
A. Alfred Taubman,A. Alfred Taubman,,,1/31/1924,1/31/1924,,
Aburizal Bakrie,Aburizal Bakrie,,,11/15/1946,11/15/1946,,
Cayetana Fitz-James Stuart,Cayetana Fitz-James Stuart,,,3/28/1926,3/28/1926,,
"María del Rosario Cayetana Paloma Alfonsa Victoria Eugenia Fernanda Teresa Francisca de Paula Lourdes Antonia Josefa Fausta Rita Castor Dorotea Santa Esperanza Fitz-James Stuart, Silva, Falcó y Gurtubay",Cayetana Fitz-James Stuart,,,3/28/1926,3/28/1926,,
Charlene de Carvalho-Heineken,Charlene de Carvalho-Heineken,,,6/30/1954,6/30/1954,,
David Green,David Green,,,11/13/1941,11/13/1941,,
The Lord Thomson of Fleet,The Lord Thomson of Fleet,,,6/12/1957,6/12/1957,,
Mark Cuban,Mark Cuban,,,7/31/1958,7/31/1958,,
Meg Whitman,Meg Whitman,,,8/4/1956,8/4/1956,,
Richard Mellon Scaife,Richard Mellon Scaife,,,7/3/1932,7/3/1932,,
Dan Duncan,Dan Duncan,,,1/2/1933,1/2/1933,,
John T. Walton,John T. Walton,,,10/8/1946,10/8/1946,,
Robert L. Johnson,Robert L. Johnson,,,4/8/1946,4/8/1946,,
B. R. Shetty,B. R. Shetty,,,8/1/1942,8/1/1942,,
Jeffrey Lurie,Jeffrey Lurie,,,9/8/1951,9/8/1951,,
Stephen Mandel Jr.,Stephen Mandel Jr.,,,3/12/1956,3/12/1956,,
Jerry Speyer,Jerry Speyer,,,6/23/1940,6/23/1940,,
Andrej Babiš,Andrej Babiš,,,9/2/1954,9/2/1954,,
Andrew Mellon,Andrew Mellon,,,1855-03-24,1855-03-24,,
André Chagnon,André Chagnon,,,3/17/1928,3/17/1928,,
Ann Walton Kroenke,Ann Walton Kroenke,,,12/18/1948,12/18/1948,,
Anthony Pritzker,Anthony Pritzker,,,1/7/1961,1/7/1961,,
Eduardo Saverin,Eduardo Saverin,,,3/19/1982,3/19/1982,,
John Doerr,John Doerr,,,6/29/1951,6/29/1951,,
Pablo Escobar,Pablo Escobar,,,12/1/1949,12/1/1949,,
Ray Dolby,Ray Dolby,,,1/18/1933,1/18/1933,,
Ferdinand E. Marcos,Ferdinand E. Marcos,,,9/11/1917,9/11/1917,,
Gabe Newell,Gabe Newell,,,11/3/1962,11/3/1962,,
Steve Feinberg,Steve Feinberg,,,3/29/1960,3/29/1960,,
The Duke of Westminster,The Duke of Westminster,,,12/22/1951,12/22/1951,,
Gilberto Rodríguez Orejuela,Gilberto Rodríguez Orejuela,,,1/30/1939,1/30/1939,,
Tom Golisano,Tom Golisano,,,11/14/1941,11/14/1941,,
Hansjörg Wyss,Hansjörg Wyss,,,9/19/1935,9/19/1935,,
Saad Hariri,Saad Hariri,,,4/18/1970,4/18/1970,,
John W. Henry,John W. Henry,,,9/13/1949,9/13/1949,,
David Packard,David Packard,,,9/7/1912,9/7/1912,,
Laurence Parisot,Laurence Parisot,,,8/31/1959,8/31/1959,,
Paul Singer,Paul Singer,,,8/22/1944,8/22/1944,,
Larry Lee Hillblom,Larry Lee Hillblom,,,5/12/1943,5/12/1943,,
Lee Shin Cheng,Lee Shin Cheng,,,6/3/1939,6/3/1939,,
Monir Fakhry Abdel Nour,Monir Fakhry Abdel Nour,,,8/21/1945,8/21/1945,,
,,,,1/23/1946,1/23/1946,http://dbpedia.org/resource/Boris_Berezovsky_(businessman)__PersonFunction__1,"Businessman, engineer, mathematician, government official"
,,,,12/29/1940,12/29/1940,http://dbpedia.org/resource/Chairperson,"philanthropist, investor and Chairman of the board"
